CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 11:52:06'	1	'ACT:PROB'	280000	714	2090000	0	0	7	1	1	0	1801111152
'11/01/2018 11:52:06'	2	'ACT:PROB'	416190,476	625	1850000	0	0	0	2	1	0	1801111152
'11/01/2018 11:52:06'	3	'ACT:PROB'	582857,143	705	9110000	0	0	7	3	1	0	1801111152
'11/01/2018 11:52:06'	4	'ACT:PROB'	228571,429	671	1700000	0	0	7	4	1	0	1801111152
'11/01/2018 11:52:06'	5	'ACT:PROB'	164285,714	678	1650000	0	0	7	5	1	0	1801111152
'11/01/2018 11:52:06'	6	'ACT:PROB'	124761,905	718	2520000	0	0	7	6	1	0	1801111152
'11/01/2018 11:52:06'	7	'ACT:PROB'	295238,095	671	1540000	0	0	7	7	1	0	1801111152
'11/01/2018 11:52:06'	8	'ACT:PROB'	324285,714	611	1830000	1	0	0	8	1	0	1801111152
'11/01/2018 11:52:06'	9	'ACT:PROB'	562380,952	590	1210000	1	0	0	9	1	0	1801111152
'11/01/2018 11:52:06'	10	'ACT:PROB'	236190,476	610	840000	0	0	0	10	1	0	1801111152
'11/01/2018 11:52:06'	11	'ACT:PROB'	2426190,476	673	4460000	1	0	7	12	0	1	1801111152
'11/01/2018 11:52:06'	12	'ACT:PROB'	482857,143	662	2850000	0	0	7	14	0	1	1801111152
'11/01/2018 11:52:06'	13	'ACT:PROB'	160000	637	1150000	0	0	7	16	0	1	1801111152
'11/01/2018 11:52:06'	14	'ACT:PROB'	105238,095	664	1560000	0	0	7	18	0	1	1801111152
'11/01/2018 11:52:06'	15	'ACT:PROB'	143809,524	660	1660000	0	0	7	20	0	1	1801111152
'11/01/2018 11:52:06'	16	'ACT:PROB'	176666,667	651	1720000	0	0	7	22	0	1	1801111152
'11/01/2018 11:52:06'	17	'ACT:PROB'	481904,762	631	1130000	0	0	0	23	0	1	1801111152
'11/01/2018 11:52:06'	18	'ACT:PROB'	85238,095	692	2490000	0	0	6	26	0	0	1801111152
'11/01/2018 11:52:06'	19	'ACT:PROB'	220000	700	1090000	0	0	7	28	0	0	1801111152
'11/01/2018 11:52:06'	20	'ACT:PROB'	116666,667	673	1990000	0	0	7	30	0	0	1801111152
'11/01/2018 11:52:06'	21	'ACT:PROB'	465714,286	634	1740000	0	0	4	32	0	0	1801111152
'11/01/2018 11:52:06'	22	'ACT:PROB'	149047,619	648	1180000	0	0	8	34	0	0	1801111152
'11/01/2018 11:52:06'	23	'ACT:PROB'	272857,143	647	2070000	0	0	7	36	0	0	1801111152
'11/01/2018 11:52:06'	24	'ACT:PROB'	107142,857	672	1610000	0	0	9	38	0	0	1801111152
'11/01/2018 11:52:06'	25	'ACT:PROB'	137142,857	641	870000	0	0	5	40	0	0	1801111152
'11/01/2018 11:52:06'	26	'ACT:PROB'	263809,524	674	1660000	0	0	10	42	0	0	1801111152
'11/01/2018 11:52:06'	27	'ACT:PROB'	238095,238	725	920000	0	0	5	44	0	0	1801111152
