CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 10:53:07'	1	'ACT:PROB'	173333,333	701	9160000	0	0	7	1	1	0	1801111053
'11/01/2018 10:53:07'	2	'ACT:PROB'	133809,524	617	10720000	0	0	7	2	1	0	1801111053
'11/01/2018 10:53:07'	3	'ACT:PROB'	140476,19	625	11200000	0	0	7	3	1	0	1801111053
'11/01/2018 10:53:07'	4	'ACT:PROB'	182380,952	623	14970000	0	0	0	4	1	0	1801111053
'11/01/2018 10:53:07'	5	'ACT:PROB'	231904,762	612	9570000	0	0	7	5	1	0	1801111053
'11/01/2018 10:53:07'	6	'ACT:PROB'	195238,095	621	11420000	0	0	7	6	1	0	1801111053
'11/01/2018 10:53:07'	7	'ACT:PROB'	451428,571	612	13770000	0	0	0	7	1	0	1801111053
'11/01/2018 10:53:07'	8	'ACT:PROB'	136666,667	617	10230000	0	0	0	8	1	0	1801111053
'11/01/2018 10:53:07'	9	'ACT:PROB'	207142,857	617	10120000	0	0	0	9	1	0	1801111053
'11/01/2018 10:53:07'	10	'ACT:PROB'	174761,905	621	9610000	0	0	7	10	1	0	1801111053
'11/01/2018 10:53:07'	11	'ACT:PROB'	262380,952	720	10130000	0	0	7	12	0	1	1801111053
'11/01/2018 10:53:07'	12	'ACT:PROB'	140476,19	692	10410000	0	0	7	14	0	1	1801111053
'11/01/2018 10:53:07'	13	'ACT:PROB'	215714,286	725	9120000	0	0	7	16	0	1	1801111053
'11/01/2018 10:53:07'	14	'ACT:PROB'	224761,905	683	9130000	0	0	7	18	0	1	1801111053
'11/01/2018 10:53:07'	15	'ACT:PROB'	257142,857	673	10520000	0	0	0	20	0	1	1801111053
'11/01/2018 10:53:07'	16	'ACT:PROB'	384761,905	722	9200000	0	0	7	22	0	1	1801111053
'11/01/2018 10:53:07'	17	'ACT:PROB'	259523,81	655	11500000	0	0	7	24	0	1	1801111053
'11/01/2018 10:53:07'	18	'ACT:PROB'	210476,19	725	8400000	0	0	4	27	0	0	1801111053
'11/01/2018 10:53:07'	19	'ACT:PROB'	176666,667	661	8290000	0	0	9	29	0	0	1801111053
'11/01/2018 10:53:07'	20	'ACT:PROB'	386666,667	723	11950000	0	0	6	31	0	0	1801111053
'11/01/2018 10:53:07'	21	'ACT:PROB'	207142,857	655	9940000	0	0	7	33	0	0	1801111053
'11/01/2018 10:53:07'	22	'ACT:PROB'	399047,619	682	6540000	0	0	10	35	0	0	1801111053
'11/01/2018 10:53:07'	23	'ACT:PROB'	233809,524	665	9410000	0	0	6	37	0	0	1801111053
'11/01/2018 10:53:07'	24	'ACT:PROB'	191428,571	710	10940000	0	0	10	39	0	0	1801111053
'11/01/2018 10:53:07'	25	'ACT:PROB'	392857,143	725	4490000	0	0	8	41	0	0	1801111053
'11/01/2018 10:53:07'	26	'ACT:PROB'	630000	679	9230000	0	0	8	43	0	0	1801111053
'11/01/2018 10:53:07'	27	'ACT:PROB'	375714,286	706	9940000	0	0	5	45	0	0	1801111053
'11/01/2018 10:53:07'	28	'ACT:PROB'	136666,667	677	7240000	0	0	7	47	0	0	1801111053
'11/01/2018 10:53:07'	29	'ACT:PROB'	160952,381	666	9670000	0	0	0	49	0	0	1801111053
'11/01/2018 10:53:07'	30	'ACT:PROB'	277142,857	624	7920000	0	0	7	50	0	0	1801111053
'11/01/2018 10:53:07'	31	'ACT:PROB'	199047,619	670	8080000	0	0	0	52	0	0	1801111053
'11/01/2018 10:53:07'	32	'ACT:PROB'	738095,238	648	14680000	0	0	9	54	0	0	1801111053
'11/01/2018 10:53:07'	33	'ACT:PROB'	290952,381	642	7090000	0	0	5	56	0	0	1801111053
'11/01/2018 10:53:07'	34	'ACT:PROB'	209047,619	702	10510000	0	0	7	58	0	0	1801111053
'11/01/2018 10:53:07'	35	'ACT:PROB'	370952,381	696	10970000	0	0	4	60	0	0	1801111053
'11/01/2018 10:53:07'	36	'ACT:PROB'	133809,524	646	11140000	0	0	7	65	0	1	1801111053
'11/01/2018 10:53:07'	37	'ACT:PROB'	134285,714	684	11000000	0	0	7	68	0	1	1801111053
'11/01/2018 10:53:07'	38	'ACT:PROB'	314761,905	649	7910000	0	0	7	72	0	1	1801111053
'11/01/2018 10:53:07'	39	'ACT:PROB'	761428,571	611	8690000	0	0	7	73	0	1	1801111053
'11/01/2018 10:53:07'	40	'ACT:PROB'	965238,095	725	5580000	0	0	10	75	0	0	1801111053
'11/01/2018 10:53:07'	41	'ACT:PROB'	240476,19	647	7580000	0	0	8	77	0	0	1801111053
'11/01/2018 10:53:07'	42	'ACT:PROB'	713333,333	647	8250000	0	0	9	79	0	0	1801111053
'11/01/2018 10:53:07'	43	'ACT:PROB'	429047,619	660	8890000	0	0	5	81	0	0	1801111053
'11/01/2018 10:53:07'	44	'ACT:PROB'	831428,571	644	10360000	0	0	4	83	0	0	1801111053
'11/01/2018 10:53:07'	45	'ACT:PROB'	204285,714	721	6710000	0	0	8	85	0	0	1801111053
'11/01/2018 10:53:07'	46	'ACT:PROB'	1250952,381	662	9350000	0	0	0	87	0	0	1801111053
'11/01/2018 10:53:07'	47	'ACT:PROB'	302380,952	699	8140000	0	0	7	88	0	0	1801111053
'11/01/2018 10:53:07'	48	'ACT:PROB'	187142,857	664	8230000	0	0	4	90	0	0	1801111053
'11/01/2018 10:53:07'	49	'ACT:PROB'	304761,905	651	10530000	0	0	7	92	0	0	1801111053
'11/01/2018 10:53:07'	50	'ACT:PROB'	203809,524	684	4560000	0	0	9	94	0	0	1801111053
'11/01/2018 10:53:07'	51	'ACT:PROB'	306666,667	648	3000000	0	0	7	96	0	0	1801111053
'11/01/2018 10:53:07'	52	'ACT:PROB'	142380,952	681	6710000	0	0	6	98	0	0	1801111053
'11/01/2018 10:53:07'	53	'ACT:PROB'	135714,286	658	5870000	0	0	7	100	0	0	1801111053
'11/01/2018 10:53:07'	54	'ACT:PROB'	650000	682	9370000	0	0	5	102	0	0	1801111053
'11/01/2018 10:53:07'	55	'ACT:PROB'	117619,048	676	7520000	0	0	10	104	0	0	1801111053
'11/01/2018 10:53:07'	56	'ACT:PROB'	166666,667	654	9150000	0	0	0	106	0	0	1801111053
'11/01/2018 10:53:07'	57	'ACT:PROB'	164761,905	709	6900000	0	0	6	108	0	0	1801111053
'11/01/2018 10:53:07'	58	'ACT:PROB'	229047,619	665	7660000	0	0	7	113	0	1	1801111053
'11/01/2018 10:53:07'	59	'ACT:PROB'	177142,857	643	12150000	0	0	7	114	0	1	1801111053
'11/01/2018 10:53:07'	60	'ACT:PROB'	129523,81	685	7660000	0	0	7	116	0	1	1801111053
'11/01/2018 10:53:07'	61	'ACT:PROB'	194285,714	688	10930000	0	0	7	119	0	1	1801111053
'11/01/2018 10:53:07'	62	'ACT:PROB'	707142,857	701	9560000	0	0	9	122	0	0	1801111053
'11/01/2018 10:53:07'	63	'ACT:PROB'	287142,857	681	11210000	0	0	7	124	0	0	1801111053
'11/01/2018 10:53:07'	64	'ACT:PROB'	285238,095	679	8030000	0	0	4	126	0	0	1801111053
'11/01/2018 10:53:07'	65	'ACT:PROB'	270000	669	9900000	0	0	0	127	0	0	1801111053
'11/01/2018 10:53:07'	66	'ACT:PROB'	223809,524	608	9330000	0	0	7	128	0	0	1801111053
'11/01/2018 10:53:07'	67	'ACT:PROB'	241904,762	725	5780000	0	0	9	130	0	0	1801111053
'11/01/2018 10:53:07'	68	'ACT:PROB'	196190,476	725	10820000	0	0	8	132	0	0	1801111053
'11/01/2018 10:53:07'	69	'ACT:PROB'	189523,81	722	9640000	0	0	6	134	0	0	1801111053
'11/01/2018 10:53:07'	70	'ACT:PROB'	566666,667	696	8270000	0	0	7	136	0	0	1801111053
'11/01/2018 10:53:07'	71	'ACT:PROB'	522380,952	692	10570000	0	0	10	138	0	0	1801111053
'11/01/2018 10:53:07'	72	'ACT:PROB'	372380,952	660	10370000	0	0	8	140	0	0	1801111053
'11/01/2018 10:53:07'	73	'ACT:PROB'	257142,857	725	10420000	0	0	5	142	0	0	1801111053
'11/01/2018 10:53:07'	74	'ACT:PROB'	161904,762	722	7450000	0	0	6	144	0	0	1801111053
'11/01/2018 10:53:07'	75	'ACT:PROB'	601428,571	664	7340000	0	0	0	146	0	0	1801111053
'11/01/2018 10:53:07'	76	'ACT:PROB'	188571,429	673	10900000	0	0	7	148	0	0	1801111053
'11/01/2018 10:53:07'	77	'ACT:PROB'	377142,857	725	10330000	0	0	4	150	0	0	1801111053
'11/01/2018 10:53:07'	78	'ACT:PROB'	473809,524	646	11370000	0	0	5	152	0	0	1801111053
'11/01/2018 10:53:07'	79	'ACT:PROB'	534285,714	676	11590000	0	0	10	154	0	0	1801111053
'11/01/2018 10:53:07'	80	'ACT:PROB'	111904,762	644	9850000	0	0	7	161	0	1	1801111053
'11/01/2018 10:53:07'	81	'ACT:PROB'	188095,238	609	10070000	0	0	7	162	0	1	1801111053
'11/01/2018 10:53:07'	82	'ACT:PROB'	290000	676	8660000	0	0	7	166	0	1	1801111053
'11/01/2018 10:53:07'	83	'ACT:PROB'	383333,333	718	8110000	0	0	7	168	0	1	1801111053
'11/01/2018 10:53:07'	84	'ACT:PROB'	618571,429	694	9220000	0	0	7	171	0	0	1801111053
'11/01/2018 10:53:07'	85	'ACT:PROB'	1062380,952	687	8530000	0	0	6	173	0	0	1801111053
'11/01/2018 10:53:07'	86	'ACT:PROB'	552380,952	711	10100000	0	0	5	175	0	0	1801111053
'11/01/2018 10:53:07'	87	'ACT:PROB'	314285,714	719	11050000	0	0	6	177	0	0	1801111053
'11/01/2018 10:53:07'	88	'ACT:PROB'	283333,333	681	11570000	0	0	5	179	0	0	1801111053
'11/01/2018 10:53:07'	89	'ACT:PROB'	284285,714	619	10220000	0	0	0	180	0	0	1801111053
'11/01/2018 10:53:07'	90	'ACT:PROB'	526190,476	669	7480000	0	0	7	181	0	0	1801111053
'11/01/2018 10:53:07'	91	'ACT:PROB'	368095,238	721	6190000	0	0	10	183	0	0	1801111053
'11/01/2018 10:53:07'	92	'ACT:PROB'	284761,905	675	9400000	0	0	7	185	0	0	1801111053
'11/01/2018 10:53:07'	93	'ACT:PROB'	478095,238	651	10130000	0	0	10	187	0	0	1801111053
'11/01/2018 10:53:07'	94	'ACT:PROB'	165238,095	649	6850000	0	0	0	189	0	0	1801111053
'11/01/2018 10:53:07'	95	'ACT:PROB'	560952,381	696	11580000	0	0	7	191	0	0	1801111053
'11/01/2018 10:53:07'	96	'ACT:PROB'	442857,143	624	8720000	0	0	8	193	0	0	1801111053
'11/01/2018 10:53:07'	97	'ACT:PROB'	438571,429	690	5250000	0	0	9	195	0	0	1801111053
'11/01/2018 10:53:07'	98	'ACT:PROB'	296666,667	700	9400000	0	0	8	197	0	0	1801111053
'11/01/2018 10:53:07'	99	'ACT:PROB'	119047,619	705	8630000	0	0	4	199	0	0	1801111053
'11/01/2018 10:53:07'	100	'ACT:PROB'	493809,524	669	12360000	0	0	9	201	0	0	1801111053
'11/01/2018 10:53:07'	101	'ACT:PROB'	1056190,476	687	7410000	0	0	4	203	0	0	1801111053
