CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 12:06:41'	1	'ACT:PROB'	1123333,333	718	3990000	1	0	0	1	1	0	1801111208
'11/01/2018 12:06:41'	2	'ACT:PROB'	1020476,19	693	2330000	1	0	7	2	1	0	1801111208
'11/01/2018 12:06:41'	3	'ACT:PROB'	1203809,524	611	4230000	1	0	7	3	1	0	1801111208
'11/01/2018 12:06:41'	4	'ACT:PROB'	1077619,048	615	2950000	1	0	0	4	1	0	1801111208
'11/01/2018 12:06:41'	5	'ACT:PROB'	1095238,095	627	1520000	1	0	0	5	1	0	1801111208
'11/01/2018 12:06:41'	6	'ACT:PROB'	1307619,048	656	5710000	1	0	7	6	1	0	1801111208
'11/01/2018 12:06:41'	7	'ACT:PROB'	1440476,19	678	4000000	1	0	7	7	1	0	1801111208
'11/01/2018 12:06:41'	8	'ACT:PROB'	1428571,429	653	5790000	1	0	7	8	1	0	1801111208
'11/01/2018 12:06:41'	9	'ACT:PROB'	1390476,19	647	3830000	1	0	7	9	1	0	1801111208
'11/01/2018 12:06:41'	10	'ACT:PROB'	1520476,19	615	3400000	1	0	0	10	1	0	1801111208
'11/01/2018 12:06:41'	11	'ACT:PROB'	1380000	669	5680000	1	0	7	12	0	1	1801111208
'11/01/2018 12:06:41'	12	'ACT:PROB'	1285714,286	672	2160000	1	0	7	14	0	1	1801111208
'11/01/2018 12:06:41'	13	'ACT:PROB'	1230476,19	664	2780000	1	0	7	16	0	1	1801111208
'11/01/2018 12:06:41'	14	'ACT:PROB'	1454761,905	680	3750000	1	0	7	18	0	1	1801111208
'11/01/2018 12:06:41'	15	'ACT:PROB'	1238095,238	647	1430000	1	0	0	19	0	1	1801111208
'11/01/2018 12:06:41'	16	'ACT:PROB'	1260476,19	669	2450000	1	0	7	21	0	1	1801111208
'11/01/2018 12:06:41'	17	'ACT:PROB'	1700952,381	673	2110000	1	0	7	24	0	1	1801111208
'11/01/2018 12:06:41'	18	'ACT:PROB'	1232857,143	680	3570000	1	0	4	27	0	0	1801111208
'11/01/2018 12:06:41'	19	'ACT:PROB'	1344285,714	658	2580000	1	0	7	29	0	0	1801111208
'11/01/2018 12:06:41'	20	'ACT:PROB'	1128095,238	646	4220000	1	0	8	31	0	0	1801111208
'11/01/2018 12:06:41'	21	'ACT:PROB'	1159047,619	708	2540000	1	0	9	33	0	0	1801111208
'11/01/2018 12:06:41'	22	'ACT:PROB'	1310476,19	719	2110000	1	0	0	35	0	0	1801111208
'11/01/2018 12:06:41'	23	'ACT:PROB'	1328571,429	638	1940000	1	0	6	37	0	0	1801111208
'11/01/2018 12:06:41'	24	'ACT:PROB'	1265714,286	723	2530000	1	0	8	39	0	0	1801111208
'11/01/2018 12:06:41'	25	'ACT:PROB'	1322857,143	664	2060000	1	0	7	41	0	0	1801111208
'11/01/2018 12:06:41'	26	'ACT:PROB'	1191904,762	645	2160000	1	0	10	43	0	0	1801111208
'11/01/2018 12:06:41'	27	'ACT:PROB'	1155238,095	704	1480000	1	0	7	45	0	0	1801111208
'11/01/2018 12:06:41'	28	'ACT:PROB'	1132380,952	713	1730000	1	0	5	47	0	0	1801111208
'11/01/2018 12:06:41'	29	'ACT:PROB'	1309047,619	638	1570000	1	0	6	49	0	0	1801111208
'11/01/2018 12:06:41'	30	'ACT:PROB'	1443333,333	576	1690000	1	0	5	51	0	0	1801111208
'11/01/2018 12:06:41'	31	'ACT:PROB'	1031904,762	643	2100000	1	0	10	53	0	0	1801111208
'11/01/2018 12:06:41'	32	'ACT:PROB'	1408095,238	574	1610000	1	0	4	55	0	0	1801111208
'11/01/2018 12:06:41'	33	'ACT:PROB'	1645238,095	592	1960000	1	0	7	57	0	0	1801111208
'11/01/2018 12:06:41'	34	'ACT:PROB'	1182380,952	655	2360000	1	0	0	59	0	0	1801111208
'11/01/2018 12:06:41'	35	'ACT:PROB'	1043333,333	643	2090000	1	0	9	60	0	0	1801111208
'11/01/2018 12:06:41'	36	'ACT:PROB'	1035714,286	683	3630000	1	0	7	64	0	1	1801111208
'11/01/2018 12:06:41'	37	'ACT:PROB'	1551428,571	670	3270000	1	0	7	69	0	1	1801111208
'11/01/2018 12:06:41'	38	'ACT:PROB'	1692857,143	610	2930000	1	0	7	70	0	1	1801111208
'11/01/2018 12:06:41'	39	'ACT:PROB'	1706190,476	723	2300000	1	0	7	73	0	1	1801111208
'11/01/2018 12:06:41'	40	'ACT:PROB'	1638095,238	610	2470000	1	0	10	74	0	0	1801111208
'11/01/2018 12:06:41'	41	'ACT:PROB'	1828095,238	630	2560000	1	0	0	75	0	0	1801111208
'11/01/2018 12:06:41'	42	'ACT:PROB'	1010476,19	692	1460000	1	0	7	76	0	0	1801111208
'11/01/2018 12:06:41'	43	'ACT:PROB'	1010476,19	672	1360000	1	0	9	78	0	0	1801111208
'11/01/2018 12:06:41'	44	'ACT:PROB'	974761,905	723	3200000	1	0	6	80	0	0	1801111208
'11/01/2018 12:06:41'	45	'ACT:PROB'	598095,238	653	1410000	1	0	8	82	0	0	1801111208
'11/01/2018 12:06:41'	46	'ACT:PROB'	129047,619	670	1290000	1	0	5	84	0	0	1801111208
'11/01/2018 12:06:41'	47	'ACT:PROB'	417619,048	710	580000	1	0	4	86	0	0	1801111208
'11/01/2018 12:06:41'	48	'ACT:PROB'	311904,762	660	880000	0	0	8	88	0	0	1801111208
'11/01/2018 12:06:41'	49	'ACT:PROB'	128095,238	625	660000	0	0	0	89	0	0	1801111208
'11/01/2018 12:06:41'	50	'ACT:PROB'	119047,619	722	400000	0	0	7	91	0	0	1801111208
'11/01/2018 12:06:41'	51	'ACT:PROB'	780476,19	649	2570000	1	0	9	93	0	0	1801111208
'11/01/2018 12:06:41'	52	'ACT:PROB'	702380,952	683	1870000	1	0	7	95	0	0	1801111208
'11/01/2018 12:06:41'	53	'ACT:PROB'	192380,952	642	750000	0	0	6	97	0	0	1801111208
'11/01/2018 12:06:41'	54	'ACT:PROB'	157619,048	651	850000	0	0	7	99	0	0	1801111208
'11/01/2018 12:06:41'	55	'ACT:PROB'	180476,19	665	800000	0	0	5	101	0	0	1801111208
'11/01/2018 12:06:41'	56	'ACT:PROB'	628095,238	670	810000	1	0	4	103	0	0	1801111208
'11/01/2018 12:06:41'	57	'ACT:PROB'	172380,952	662	1910000	0	0	10	105	0	0	1801111208
'11/01/2018 12:06:41'	58	'ACT:PROB'	170000	688	2700000	0	0	7	113	0	1	1801111208
'11/01/2018 12:06:41'	59	'ACT:PROB'	187142,857	659	640000	0	0	7	116	0	1	1801111208
'11/01/2018 12:06:41'	60	'ACT:PROB'	641428,571	709	1610000	0	0	7	120	0	1	1801111208
'11/01/2018 12:06:41'	61	'ACT:PROB'	168571,429	625	2450000	0	0	7	121	0	1	1801111208
'11/01/2018 12:06:41'	62	'ACT:PROB'	191904,762	641	2040000	0	0	8	122	0	0	1801111208
'11/01/2018 12:06:41'	63	'ACT:PROB'	819047,619	675	1050000	1	0	6	124	0	0	1801111208
'11/01/2018 12:06:41'	64	'ACT:PROB'	159047,619	671	490000	0	0	5	126	0	0	1801111208
'11/01/2018 12:06:41'	65	'ACT:PROB'	180476,19	673	1160000	0	0	9	128	0	0	1801111208
'11/01/2018 12:06:41'	66	'ACT:PROB'	163333,333	689	850000	0	0	9	130	0	0	1801111208
'11/01/2018 12:06:41'	67	'ACT:PROB'	169047,619	623	550000	0	0	0	131	0	0	1801111208
'11/01/2018 12:06:41'	68	'ACT:PROB'	183809,524	708	710000	0	0	8	133	0	0	1801111208
'11/01/2018 12:06:41'	69	'ACT:PROB'	183333,333	665	320000	0	0	6	135	0	0	1801111208
'11/01/2018 12:06:41'	70	'ACT:PROB'	192380,952	653	620000	0	0	7	137	0	0	1801111208
'11/01/2018 12:06:41'	71	'ACT:PROB'	170000	665	700000	0	0	10	139	0	0	1801111208
'11/01/2018 12:06:41'	72	'ACT:PROB'	186666,667	614	1070000	0	0	0	140	0	0	1801111208
'11/01/2018 12:06:41'	73	'ACT:PROB'	191428,571	621	610000	0	0	7	141	0	0	1801111208
'11/01/2018 12:06:41'	74	'ACT:PROB'	153333,333	680	900000	0	0	4	143	0	0	1801111208
'11/01/2018 12:06:41'	75	'ACT:PROB'	546666,667	712	1060000	1	0	7	145	0	0	1801111208
'11/01/2018 12:06:41'	76	'ACT:PROB'	714285,714	669	1010000	1	0	4	147	0	0	1801111208
'11/01/2018 12:06:41'	77	'ACT:PROB'	558095,238	676	2310000	1	0	10	149	0	0	1801111208
'11/01/2018 12:06:41'	78	'ACT:PROB'	236190,476	653	1920000	0	0	7	151	0	0	1801111208
'11/01/2018 12:06:41'	79	'ACT:PROB'	124761,905	676	450000	0	0	5	153	0	0	1801111208
'11/01/2018 12:06:41'	80	'ACT:PROB'	1226190,476	664	1700000	1	0	7	160	0	1	1801111208
'11/01/2018 12:06:41'	81	'ACT:PROB'	294285,714	677	550000	0	0	7	162	0	1	1801111208
'11/01/2018 12:06:41'	82	'ACT:PROB'	246666,667	659	1470000	0	0	7	168	0	1	1801111208
'11/01/2018 12:06:41'	83	'ACT:PROB'	214285,714	663	1870000	0	0	7	169	0	1	1801111208
'11/01/2018 12:06:41'	84	'ACT:PROB'	253809,524	684	1000000	0	0	7	170	0	0	1801111208
'11/01/2018 12:06:41'	85	'ACT:PROB'	205238,095	654	630000	0	0	9	172	0	0	1801111208
'11/01/2018 12:06:41'	86	'ACT:PROB'	247619,048	671	1770000	0	0	4	174	0	0	1801111208
'11/01/2018 12:06:41'	87	'ACT:PROB'	208571,429	646	1480000	0	0	8	176	0	0	1801111208
'11/01/2018 12:06:41'	88	'ACT:PROB'	237619,048	681	950000	0	0	8	178	0	0	1801111208
'11/01/2018 12:06:41'	89	'ACT:PROB'	216190,476	699	680000	0	0	5	180	0	0	1801111208
'11/01/2018 12:06:41'	90	'ACT:PROB'	245714,286	681	2980000	0	0	7	182	0	0	1801111208
'11/01/2018 12:06:41'	91	'ACT:PROB'	205238,095	638	770000	0	0	9	184	0	0	1801111208
'11/01/2018 12:06:41'	92	'ACT:PROB'	1175238,095	673	2120000	1	0	7	186	0	0	1801111208
'11/01/2018 12:06:41'	93	'ACT:PROB'	673333,333	708	880000	1	0	6	188	0	0	1801111208
'11/01/2018 12:06:41'	94	'ACT:PROB'	256190,476	688	1070000	0	0	0	189	0	0	1801111208
'11/01/2018 12:06:41'	95	'ACT:PROB'	280952,381	612	850000	0	0	7	190	0	0	1801111208
'11/01/2018 12:06:41'	96	'ACT:PROB'	285238,095	649	2330000	0	0	10	192	0	0	1801111208
'11/01/2018 12:06:41'	97	'ACT:PROB'	960476,19	713	2950000	1	0	10	194	0	0	1801111208
'11/01/2018 12:06:41'	98	'ACT:PROB'	247142,857	663	730000	0	0	6	196	0	0	1801111208
'11/01/2018 12:06:41'	99	'ACT:PROB'	335238,095	663	650000	0	0	5	198	0	0	1801111208
'11/01/2018 12:06:41'	100	'ACT:PROB'	659047,619	588	630000	1	0	4	200	0	0	1801111208
