CLIENT;TRIALN;KEY;BASELINE;MAXLEUVEN;MAXV;REJECT;NON_RESPPONS;Stimulus;Total_Trial_Nr;practice;acq;DATE
'11/01/2018 11:14:51';0001,000;'ACT:PROB';191904,762;0723,000;4150000,000;0;0;0000,000;0001,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0002,000;'ACT:PROB';440000,000;0628,000;4790000,000;0;0;0007,000;0002,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0003,000;'ACT:PROB';223333,333;0620,000;6440000,000;0;0;0000,000;0003,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0004,000;'ACT:PROB';1190952,381;0620,000;4650000,000;1;0;0007,000;0004,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0005,000;'ACT:PROB';262857,143;0620,000;1200000,000;0;0;0000,000;0005,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0006,000;'ACT:PROB';262380,952;0644,000;7420000,000;0;0;0007,000;0006,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0007,000;'ACT:PROB';391428,571;0625,000;6340000,000;0;0;0007,000;0007,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0008,000;'ACT:PROB';249523,810;0611,000;2420000,000;0;0;0007,000;0008,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0009,000;'ACT:PROB';242380,952;0578,000;370000,000;0;1;0000,000;0009,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0010,000;'ACT:PROB';271428,571;0616,000;2430000,000;0;0;0007,000;0010,000;0001,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0011,000;'ACT:PROB';173809,524;0671,000;1210000,000;0;0;0000,000;0011,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0012,000;'ACT:PROB';324761,905;0623,000;3270000,000;0;0;0007,000;0012,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0013,000;'ACT:PROB';135714,286;0655,000;3190000,000;0;0;0007,000;0014,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0014,000;'ACT:PROB';189523,810;0677,000;7640000,000;0;0;0007,000;0016,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0015,000;'ACT:PROB';279047,619;0656,000;1010000,000;0;0;0007,000;0018,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0016,000;'ACT:PROB';136190,476;0648,000;1460000,000;0;0;0007,000;0020,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0017,000;'ACT:PROB';298095,238;0644,000;3020000,000;0;0;0007,000;0023,000;0000,000;0001,000;1801111115,000
'11/01/2018 11:14:51';0018,000;'ACT:PROB';263333,333;0725,000;890000,000;0;0;0004,000;0027,000;0000,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0019,000;'ACT:PROB';176666,667;0723,000;780000,000;0;0;0009,000;0029,000;0000,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0020,000;'ACT:PROB';132857,143;0714,000;1590000,000;0;0;0005,000;0031,000;0000,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0021,000;'ACT:PROB';331904,762;0661,000;4140000,000;0;0;0010,000;0033,000;0000,000;0000,000;1801111115,000
'11/01/2018 11:14:51';0022,000;'ACT:PROB';225238,095;0692,000;670000,000;0;0;0000,000;0035,000;0000,000;0000,000;1801111115,000
