CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 12:04:13'	1	'ACT:PROB'	316190,476	719	2860000	0	0	7	1	1	0	1801111204
'11/01/2018 12:04:13'	2	'ACT:PROB'	158095,238	621	2880000	0	0	7	2	1	0	1801111204
'11/01/2018 12:04:13'	3	'ACT:PROB'	172857,143	625	4950000	0	0	0	3	1	0	1801111204
'11/01/2018 12:04:13'	4	'ACT:PROB'	169047,619	685	10280000	0	0	0	4	1	0	1801111204
'11/01/2018 12:04:13'	5	'ACT:PROB'	746666,667	682	4050000	0	0	7	5	1	0	1801111204
'11/01/2018 12:04:13'	6	'ACT:PROB'	166666,667	629	2940000	0	0	7	6	1	0	1801111204
'11/01/2018 12:04:13'	7	'ACT:PROB'	191428,571	619	6470000	0	0	0	7	1	0	1801111204
'11/01/2018 12:04:13'	8	'ACT:PROB'	162857,143	677	3210000	0	0	7	8	1	0	1801111204
'11/01/2018 12:04:13'	9	'ACT:PROB'	178571,429	684	4170000	0	0	7	9	1	0	1801111204
'11/01/2018 12:04:13'	10	'ACT:PROB'	211904,762	610	3230000	0	0	0	10	1	0	1801111204
'11/01/2018 12:04:13'	11	'ACT:PROB'	205714,286	689	7550000	0	0	7	11	0	1	1801111204
'11/01/2018 12:04:13'	12	'ACT:PROB'	151428,571	661	3020000	0	0	7	13	0	1	1801111204
'11/01/2018 12:04:13'	13	'ACT:PROB'	470000	710	9690000	0	0	7	15	0	1	1801111204
'11/01/2018 12:04:13'	14	'ACT:PROB'	148571,429	636	2850000	0	0	7	17	0	1	1801111204
'11/01/2018 12:04:13'	15	'ACT:PROB'	906190,476	644	6650000	1	0	7	19	0	1	1801111204
'11/01/2018 12:04:13'	16	'ACT:PROB'	206666,667	654	4230000	0	0	0	21	0	1	1801111204
'11/01/2018 12:04:13'	17	'ACT:PROB'	179047,619	649	3150000	0	0	7	23	0	1	1801111204
'11/01/2018 12:04:13'	18	'ACT:PROB'	230476,19	673	2860000	0	0	0	26	0	0	1801111204
'11/01/2018 12:04:13'	19	'ACT:PROB'	146666,667	679	3630000	0	0	4	28	0	0	1801111204
'11/01/2018 12:04:13'	20	'ACT:PROB'	209047,619	672	2060000	0	0	10	30	0	0	1801111204
'11/01/2018 12:04:13'	21	'ACT:PROB'	182857,143	647	1560000	0	0	9	32	0	0	1801111204
'11/01/2018 12:04:13'	22	'ACT:PROB'	1423809,524	718	4780000	1	0	9	34	0	0	1801111204
'11/01/2018 12:04:13'	23	'ACT:PROB'	110476,19	667	2270000	0	0	6	36	0	0	1801111204
'11/01/2018 12:04:13'	24	'ACT:PROB'	158571,429	725	2850000	0	0	10	38	0	0	1801111204
'11/01/2018 12:04:13'	25	'ACT:PROB'	277619,048	669	4030000	0	0	7	40	0	0	1801111204
'11/01/2018 12:04:13'	26	'ACT:PROB'	189047,619	608	1340000	0	0	0	41	0	0	1801111204
'11/01/2018 12:04:13'	27	'ACT:PROB'	127619,048	689	10200000	1	0	6	43	0	0	1801111204
'11/01/2018 12:04:13'	28	'ACT:PROB'	108571,429	696	4110000	0	0	7	45	0	0	1801111204
'11/01/2018 12:04:13'	29	'ACT:PROB'	914285,714	701	5840000	1	0	5	47	0	0	1801111204
'11/01/2018 12:04:13'	30	'ACT:PROB'	2112857,143	701	2960000	1	0	7	49	0	0	1801111204
'11/01/2018 12:04:13'	31	'ACT:PROB'	251428,571	725	2330000	1	0	5	51	0	0	1801111204
'11/01/2018 12:04:13'	32	'ACT:PROB'	200000	662	2650000	0	0	4	53	0	0	1801111204
'11/01/2018 12:04:13'	33	'ACT:PROB'	600952,381	660	2510000	1	0	8	55	0	0	1801111204
'11/01/2018 12:04:13'	34	'ACT:PROB'	457619,048	659	5190000	0	0	8	57	0	0	1801111204
'11/01/2018 12:04:13'	35	'ACT:PROB'	244285,714	685	2960000	0	0	7	59	0	0	1801111204
'11/01/2018 12:04:13'	36	'ACT:PROB'	901428,571	655	3890000	1	0	7	65	0	1	1801111204
'11/01/2018 12:04:13'	37	'ACT:PROB'	110952,381	653	6610000	0	0	7	68	0	1	1801111204
'11/01/2018 12:04:13'	38	'ACT:PROB'	214761,905	618	4130000	0	0	7	69	0	1	1801111204
'11/01/2018 12:04:13'	39	'ACT:PROB'	128095,238	653	2620000	0	0	7	72	0	1	1801111204
'11/01/2018 12:04:13'	40	'ACT:PROB'	138095,238	661	1530000	0	0	9	74	0	0	1801111204
'11/01/2018 12:04:13'	41	'ACT:PROB'	652857,143	638	6440000	0	0	8	76	0	0	1801111204
'11/01/2018 12:04:13'	42	'ACT:PROB'	119047,619	669	9440000	0	0	0	78	0	0	1801111204
'11/01/2018 12:04:13'	43	'ACT:PROB'	103333,333	686	9630000	0	0	5	80	0	0	1801111204
'11/01/2018 12:04:13'	44	'ACT:PROB'	709047,619	657	3740000	0	0	0	82	0	0	1801111204
'11/01/2018 12:04:13'	45	'ACT:PROB'	224285,714	681	4720000	0	0	10	84	0	0	1801111204
'11/01/2018 12:04:13'	46	'ACT:PROB'	193333,333	672	3820000	0	0	6	86	0	0	1801111204
'11/01/2018 12:04:13'	47	'ACT:PROB'	117619,048	659	9280000	0	0	7	88	0	0	1801111204
'11/01/2018 12:04:13'	48	'ACT:PROB'	286190,476	656	3790000	0	0	6	90	0	0	1801111204
'11/01/2018 12:04:13'	49	'ACT:PROB'	769523,81	696	5530000	0	0	7	92	0	0	1801111204
'11/01/2018 12:04:13'	50	'ACT:PROB'	268095,238	707	4250000	0	0	4	94	0	0	1801111204
'11/01/2018 12:04:13'	51	'ACT:PROB'	3289047,619	571	3210000	1	0	8	96	0	0	1801111204
'11/01/2018 12:04:13'	52	'ACT:PROB'	169523,81	690	2950000	0	0	5	98	0	0	1801111204
'11/01/2018 12:04:13'	53	'ACT:PROB'	1810952,381	643	3650000	1	0	9	100	0	0	1801111204
'11/01/2018 12:04:13'	54	'ACT:PROB'	515238,095	615	1330000	1	0	7	102	0	0	1801111204
'11/01/2018 12:04:13'	55	'ACT:PROB'	155714,286	678	11440000	0	0	10	104	0	0	1801111204
'11/01/2018 12:04:13'	56	'ACT:PROB'	568095,238	642	1480000	0	0	7	106	0	0	1801111204
'11/01/2018 12:04:13'	57	'ACT:PROB'	337619,048	721	4630000	1	0	4	108	0	0	1801111204
'11/01/2018 12:04:13'	58	'ACT:PROB'	139047,619	671	3310000	0	0	7	113	0	1	1801111204
'11/01/2018 12:04:13'	59	'ACT:PROB'	736666,667	656	7220000	0	0	7	116	0	1	1801111204
'11/01/2018 12:04:13'	60	'ACT:PROB'	239523,81	619	11490000	0	0	7	117	0	1	1801111204
'11/01/2018 12:04:13'	61	'ACT:PROB'	413333,333	720	1860000	0	0	7	120	0	1	1801111204
'11/01/2018 12:04:13'	62	'ACT:PROB'	1550952,381	712	6600000	1	0	5	123	0	0	1801111204
'11/01/2018 12:04:13'	63	'ACT:PROB'	164761,905	691	2780000	0	0	9	125	0	0	1801111204
'11/01/2018 12:04:13'	64	'ACT:PROB'	1183809,524	661	3870000	0	0	6	127	0	0	1801111204
'11/01/2018 12:04:13'	65	'ACT:PROB'	221428,571	640	1620000	0	0	8	129	0	0	1801111204
'11/01/2018 12:04:13'	66	'ACT:PROB'	159047,619	676	5950000	0	0	6	131	0	0	1801111204
'11/01/2018 12:04:13'	67	'ACT:PROB'	177619,048	680	3000000	0	0	4	133	0	0	1801111204
'11/01/2018 12:04:13'	68	'ACT:PROB'	120476,19	662	3910000	0	0	7	135	0	0	1801111204
'11/01/2018 12:04:13'	69	'ACT:PROB'	420000	711	3140000	0	0	10	137	0	0	1801111204
'11/01/2018 12:04:13'	70	'ACT:PROB'	171904,762	669	3550000	0	0	5	139	0	0	1801111204
'11/01/2018 12:04:13'	71	'ACT:PROB'	152857,143	725	3600000	0	0	10	141	0	0	1801111204
'11/01/2018 12:04:13'	72	'ACT:PROB'	298571,429	628	2180000	0	0	7	143	0	0	1801111204
'11/01/2018 12:04:13'	73	'ACT:PROB'	754285,714	656	8310000	1	0	7	145	0	0	1801111204
'11/01/2018 12:04:13'	74	'ACT:PROB'	3086666,667	571	3320000	1	0	4	147	0	0	1801111204
'11/01/2018 12:04:13'	75	'ACT:PROB'	1581428,571	692	3790000	1	0	8	149	0	0	1801111204
'11/01/2018 12:04:13'	76	'ACT:PROB'	1331428,571	675	6980000	1	0	9	151	0	0	1801111204
'11/01/2018 12:04:13'	77	'ACT:PROB'	99047,619	645	1310000	0	0	0	153	0	0	1801111204
'11/01/2018 12:04:13'	78	'ACT:PROB'	126666,667	711	1290000	0	0	7	155	0	0	1801111204
'11/01/2018 12:04:13'	79	'ACT:PROB'	111904,762	673	980000	0	0	0	157	0	0	1801111204
'11/01/2018 12:04:13'	80	'ACT:PROB'	174285,714	677	5890000	0	0	7	161	0	1	1801111204
'11/01/2018 12:04:13'	81	'ACT:PROB'	2491428,571	620	7380000	1	0	7	162	0	1	1801111204
'11/01/2018 12:04:13'	82	'ACT:PROB'	2397619,048	685	3060000	1	0	7	165	0	1	1801111204
