CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 11:36:15'	1	'ACT:PROB'	860000	712	2730000	0	0	7	1	1	0	1801111136
'11/01/2018 11:36:15'	2	'ACT:PROB'	302380,952	623	11590000	0	0	0	2	1	0	1801111136
'11/01/2018 11:36:15'	3	'ACT:PROB'	491904,762	619	11340000	0	0	7	3	1	0	1801111136
'11/01/2018 11:36:15'	4	'ACT:PROB'	512380,952	614	9260000	0	0	0	4	1	0	1801111136
'11/01/2018 11:36:15'	5	'ACT:PROB'	518095,238	623	5600000	0	0	7	5	1	0	1801111136
'11/01/2018 11:36:15'	6	'ACT:PROB'	836666,667	680	8130000	0	0	7	6	1	0	1801111136
'11/01/2018 11:36:15'	7	'ACT:PROB'	455714,286	641	6600000	0	0	0	7	1	0	1801111136
'11/01/2018 11:36:15'	8	'ACT:PROB'	533333,333	637	8860000	0	0	7	8	1	0	1801111136
'11/01/2018 11:36:15'	9	'ACT:PROB'	1630952,381	618	5180000	0	0	7	9	1	0	1801111136
'11/01/2018 11:36:15'	10	'ACT:PROB'	597619,048	621	2410000	0	0	0	10	1	0	1801111136
'11/01/2018 11:36:15'	11	'ACT:PROB'	198095,238	652	15710000	0	0	7	11	0	1	1801111136
'11/01/2018 11:36:15'	12	'ACT:PROB'	160952,381	661	8120000	0	0	7	13	0	1	1801111136
'11/01/2018 11:36:15'	13	'ACT:PROB'	170952,381	661	13200000	0	0	7	15	0	1	1801111136
'11/01/2018 11:36:15'	14	'ACT:PROB'	415238,095	680	2050000	0	0	0	17	0	1	1801111136
'11/01/2018 11:36:15'	15	'ACT:PROB'	219047,619	628	8410000	0	0	7	18	0	1	1801111136
'11/01/2018 11:36:15'	16	'ACT:PROB'	1530952,381	711	10470000	1	0	7	20	0	1	1801111136
'11/01/2018 11:36:15'	17	'ACT:PROB'	207619,048	662	12860000	0	0	7	22	0	1	1801111136
'11/01/2018 11:36:15'	18	'ACT:PROB'	353333,333	723	7550000	0	0	4	26	0	0	1801111136
'11/01/2018 11:36:15'	19	'ACT:PROB'	190952,381	643	3780000	0	0	0	28	0	0	1801111136
'11/01/2018 11:36:15'	20	'ACT:PROB'	819523,81	601	5300000	0	0	8	29	0	0	1801111136
'11/01/2018 11:36:15'	21	'ACT:PROB'	160952,381	677	3880000	0	0	9	31	0	0	1801111136
'11/01/2018 11:36:15'	22	'ACT:PROB'	259523,81	694	5130000	0	0	6	33	0	0	1801111136
'11/01/2018 11:36:15'	23	'ACT:PROB'	441904,762	671	3260000	0	0	9	35	0	0	1801111136
'11/01/2018 11:36:15'	24	'ACT:PROB'	130952,381	690	3910000	0	0	7	37	0	0	1801111136
'11/01/2018 11:36:15'	25	'ACT:PROB'	120952,381	702	5530000	0	0	8	39	0	0	1801111136
'11/01/2018 11:36:15'	26	'ACT:PROB'	136666,667	665	8950000	0	0	5	41	0	0	1801111136
'11/01/2018 11:36:15'	27	'ACT:PROB'	130952,381	649	2180000	0	0	10	43	0	0	1801111136
'11/01/2018 11:36:15'	28	'ACT:PROB'	322857,143	645	2460000	0	0	7	45	0	0	1801111136
'11/01/2018 11:36:15'	29	'ACT:PROB'	132857,143	678	6820000	0	0	10	47	0	0	1801111136
'11/01/2018 11:36:15'	30	'ACT:PROB'	133809,524	680	3250000	0	0	7	49	0	0	1801111136
'11/01/2018 11:36:15'	31	'ACT:PROB'	80952,381	725	3460000	0	0	6	51	0	0	1801111136
'11/01/2018 11:36:15'	32	'ACT:PROB'	631428,571	666	2310000	0	0	5	53	0	0	1801111136
'11/01/2018 11:36:15'	33	'ACT:PROB'	120476,19	629	730000	0	0	0	54	0	0	1801111136
'11/01/2018 11:36:15'	34	'ACT:PROB'	83333,333	669	2140000	0	0	4	56	0	0	1801111136
'11/01/2018 11:36:15'	35	'ACT:PROB'	83809,524	680	3450000	0	0	7	58	0	0	1801111136
'11/01/2018 11:36:15'	36	'ACT:PROB'	108571,429	674	8720000	0	0	7	65	0	1	1801111136
'11/01/2018 11:36:15'	37	'ACT:PROB'	576190,476	682	6470000	0	0	7	68	0	1	1801111136
'11/01/2018 11:36:15'	38	'ACT:PROB'	134761,905	622	8910000	0	0	7	69	0	1	1801111136
'11/01/2018 11:36:15'	39	'ACT:PROB'	78095,238	670	7550000	0	0	7	71	0	1	1801111136
'11/01/2018 11:36:15'	40	'ACT:PROB'	141428,571	663	7500000	0	0	7	75	0	0	1801111136
'11/01/2018 11:36:15'	41	'ACT:PROB'	91428,571	623	710000	0	0	0	76	0	0	1801111136
'11/01/2018 11:36:15'	42	'ACT:PROB'	87142,857	668	3690000	0	0	7	78	0	0	1801111136
'11/01/2018 11:36:15'	43	'ACT:PROB'	118571,429	663	630000	0	0	6	80	0	0	1801111136
'11/01/2018 11:36:15'	44	'ACT:PROB'	125714,286	681	8810000	0	0	8	82	0	0	1801111136
'11/01/2018 11:36:15'	45	'ACT:PROB'	130000	698	2780000	0	0	4	84	0	0	1801111136
'11/01/2018 11:36:15'	46	'ACT:PROB'	106190,476	661	1220000	0	0	0	86	0	0	1801111136
'11/01/2018 11:36:15'	47	'ACT:PROB'	1107142,857	659	2940000	1	0	10	87	0	0	1801111136
'11/01/2018 11:36:15'	48	'ACT:PROB'	91904,762	649	1500000	0	0	7	89	0	0	1801111136
'11/01/2018 11:36:15'	49	'ACT:PROB'	100000	676	1680000	0	0	7	91	0	0	1801111136
'11/01/2018 11:36:15'	50	'ACT:PROB'	111904,762	676	6400000	0	0	9	93	0	0	1801111136
'11/01/2018 11:36:15'	51	'ACT:PROB'	110952,381	666	6810000	0	0	6	95	0	0	1801111136
'11/01/2018 11:36:15'	52	'ACT:PROB'	261428,571	685	1530000	0	0	9	97	0	0	1801111136
'11/01/2018 11:36:15'	53	'ACT:PROB'	1358095,238	674	7610000	1	0	5	99	0	0	1801111136
'11/01/2018 11:36:15'	54	'ACT:PROB'	162857,143	642	3130000	0	0	10	101	0	0	1801111136
'11/01/2018 11:36:15'	55	'ACT:PROB'	160952,381	696	2260000	0	0	8	103	0	0	1801111136
'11/01/2018 11:36:15'	56	'ACT:PROB'	893809,524	645	3070000	1	0	5	105	0	0	1801111136
'11/01/2018 11:36:15'	57	'ACT:PROB'	134761,905	637	1540000	0	0	4	107	0	0	1801111136
'11/01/2018 11:36:15'	58	'ACT:PROB'	117142,857	666	9950000	0	0	7	112	0	1	1801111136
'11/01/2018 11:36:15'	59	'ACT:PROB'	110476,19	662	10020000	0	0	7	116	0	1	1801111136
'11/01/2018 11:36:15'	60	'ACT:PROB'	153809,524	621	10380000	0	0	7	117	0	1	1801111136
'11/01/2018 11:36:15'	61	'ACT:PROB'	140476,19	615	3010000	0	0	7	118	0	1	1801111136
'11/01/2018 11:36:15'	62	'ACT:PROB'	160000	648	4100000	0	0	10	122	0	0	1801111136
'11/01/2018 11:36:15'	63	'ACT:PROB'	125714,286	668	6420000	0	0	7	124	0	0	1801111136
'11/01/2018 11:36:15'	64	'ACT:PROB'	109047,619	646	650000	0	0	0	126	0	0	1801111136
'11/01/2018 11:36:15'	65	'ACT:PROB'	288095,238	655	3260000	0	0	4	128	0	0	1801111136
'11/01/2018 11:36:15'	66	'ACT:PROB'	244285,714	644	2010000	0	0	5	130	0	0	1801111136
'11/01/2018 11:36:15'	67	'ACT:PROB'	100476,19	647	6780000	0	0	10	132	0	0	1801111136
'11/01/2018 11:36:15'	68	'ACT:PROB'	96190,476	674	4590000	0	0	7	134	0	0	1801111136
'11/01/2018 11:36:15'	69	'ACT:PROB'	146666,667	665	1670000	0	0	9	136	0	0	1801111136
'11/01/2018 11:36:15'	70	'ACT:PROB'	138095,238	654	1820000	0	0	6	138	0	0	1801111136
'11/01/2018 11:36:15'	71	'ACT:PROB'	422857,143	675	790000	0	0	7	140	0	0	1801111136
'11/01/2018 11:36:15'	72	'ACT:PROB'	97142,857	661	1370000	0	0	8	142	0	0	1801111136
'11/01/2018 11:36:15'	73	'ACT:PROB'	606666,667	642	3020000	1	0	7	144	0	0	1801111136
'11/01/2018 11:36:15'	74	'ACT:PROB'	388571,429	654	1560000	0	0	8	146	0	0	1801111136
'11/01/2018 11:36:15'	75	'ACT:PROB'	96190,476	717	2760000	0	0	4	148	0	0	1801111136
'11/01/2018 11:36:15'	76	'ACT:PROB'	119523,81	658	3790000	0	0	9	150	0	0	1801111136
'11/01/2018 11:36:15'	77	'ACT:PROB'	117142,857	647	1690000	0	0	6	152	0	0	1801111136
'11/01/2018 11:36:15'	78	'ACT:PROB'	890476,19	637	1180000	0	0	5	154	0	0	1801111136
'11/01/2018 11:36:15'	79	'ACT:PROB'	107142,857	689	1260000	0	0	0	156	0	0	1801111136
'11/01/2018 11:36:15'	80	'ACT:PROB'	101904,762	660	1520000	0	0	7	160	0	1	1801111136
'11/01/2018 11:36:15'	81	'ACT:PROB'	79047,619	683	4200000	0	0	7	164	0	1	1801111136
'11/01/2018 11:36:15'	82	'ACT:PROB'	115238,095	652	5310000	0	0	7	166	0	1	1801111136
'11/01/2018 11:36:15'	83	'ACT:PROB'	148571,429	620	6720000	0	0	7	167	0	1	1801111136
'11/01/2018 11:36:15'	84	'ACT:PROB'	126666,667	650	5820000	0	0	7	171	0	0	1801111136
'11/01/2018 11:36:15'	85	'ACT:PROB'	159047,619	654	780000	0	0	0	173	0	0	1801111136
'11/01/2018 11:36:15'	86	'ACT:PROB'	240952,381	678	5300000	0	0	9	175	0	0	1801111136
'11/01/2018 11:36:15'	87	'ACT:PROB'	104761,905	691	1780000	0	0	5	177	0	0	1801111136
'11/01/2018 11:36:15'	88	'ACT:PROB'	118571,429	677	1250000	0	0	4	179	0	0	1801111136
'11/01/2018 11:36:15'	89	'ACT:PROB'	112857,143	725	1360000	0	0	8	181	0	0	1801111136
'11/01/2018 11:36:15'	90	'ACT:PROB'	91904,762	651	9470000	0	0	10	183	0	0	1801111136
'11/01/2018 11:36:15'	91	'ACT:PROB'	110000	661	1050000	0	0	8	185	0	0	1801111136
'11/01/2018 11:36:15'	92	'ACT:PROB'	711904,762	654	1100000	0	0	6	187	0	0	1801111136
'11/01/2018 11:36:15'	93	'ACT:PROB'	123333,333	647	1960000	0	0	10	189	0	0	1801111136
'11/01/2018 11:36:15'	94	'ACT:PROB'	275238,095	667	6620000	0	0	6	191	0	0	1801111136
'11/01/2018 11:36:15'	95	'ACT:PROB'	70000	668	1350000	0	0	5	193	0	0	1801111136
'11/01/2018 11:36:15'	96	'ACT:PROB'	222857,143	657	4500000	0	0	9	195	0	0	1801111136
'11/01/2018 11:36:15'	97	'ACT:PROB'	98571,429	654	7300000	0	0	7	197	0	0	1801111136
'11/01/2018 11:36:15'	98	'ACT:PROB'	115238,095	673	1490000	0	0	4	199	0	0	1801111136
'11/01/2018 11:36:15'	99	'ACT:PROB'	1142857,143	697	3900000	1	0	7	201	0	0	1801111136
'11/01/2018 11:36:15'	100	'ACT:PROB'	509523,81	680	1280000	0	0	0	203	0	0	1801111136
'11/01/2018 11:36:15'	101	'ACT:PROB'	126666,667	647	1190000	0	0	7	205	0	0	1801111136
