CLIENT	TRIALN	KEY	BASELINE	MAXLEUVEN	MAXV	REJECT	NON_RESPPONS	Stimulus	Total_Trial_Nr	practice	acq	DATE
'11/01/2018 10:12:44'	1	'ACT:PROB'	492857,143	699	11050000	0	0	0	1	1	0	1801111013
'11/01/2018 10:12:44'	2	'ACT:PROB'	1634285,714	601	10670000	0	0	0	2	1	0	1801111013
'11/01/2018 10:12:44'	3	'ACT:PROB'	573333,333	678	6890000	0	0	7	3	1	0	1801111013
'11/01/2018 10:12:44'	4	'ACT:PROB'	251904,762	614	10910000	0	0	0	4	1	0	1801111013
'11/01/2018 10:12:44'	5	'ACT:PROB'	274285,714	610	8080000	0	0	7	5	1	0	1801111013
'11/01/2018 10:12:44'	6	'ACT:PROB'	1516190,476	618	6890000	0	0	7	6	1	0	1801111013
'11/01/2018 10:12:44'	7	'ACT:PROB'	481904,762	618	11300000	0	0	7	7	1	0	1801111013
'11/01/2018 10:12:44'	8	'ACT:PROB'	1662857,143	614	6720000	0	0	7	8	1	0	1801111013
'11/01/2018 10:12:44'	9	'ACT:PROB'	260000	619	10060000	0	0	7	9	1	0	1801111013
'11/01/2018 10:12:44'	10	'ACT:PROB'	209523,81	619	12110000	0	0	0	10	1	0	1801111013
'11/01/2018 10:12:44'	11	'ACT:PROB'	268571,429	641	11700000	0	0	7	11	0	1	1801111013
'11/01/2018 10:12:44'	12	'ACT:PROB'	464285,714	652	8590000	0	0	7	13	0	1	1801111013
'11/01/2018 10:12:44'	13	'ACT:PROB'	204761,905	668	10900000	0	0	7	15	0	1	1801111013
'11/01/2018 10:12:44'	14	'ACT:PROB'	265238,095	657	8560000	0	0	7	17	0	1	1801111013
'11/01/2018 10:12:44'	15	'ACT:PROB'	428571,429	704	8950000	0	0	0	19	0	1	1801111013
'11/01/2018 10:12:44'	16	'ACT:PROB'	193809,524	661	7850000	0	0	7	21	0	1	1801111013
'11/01/2018 10:12:44'	17	'ACT:PROB'	377619,048	677	8020000	0	0	7	23	0	1	1801111013
'11/01/2018 10:12:44'	18	'ACT:PROB'	462857,143	652	8960000	0	0	6	27	0	0	1801111013
'11/01/2018 10:12:44'	19	'ACT:PROB'	844761,905	715	8880000	0	0	4	29	0	0	1801111013
'11/01/2018 10:12:44'	20	'ACT:PROB'	374761,905	691	4960000	1	0	6	31	0	0	1801111013
'11/01/2018 10:12:44'	21	'ACT:PROB'	240476,19	619	4590000	0	0	0	32	0	0	1801111013
'11/01/2018 10:12:44'	22	'ACT:PROB'	264761,905	663	7370000	0	0	5	33	0	0	1801111013
'11/01/2018 10:12:44'	23	'ACT:PROB'	1020952,381	645	7550000	0	0	7	35	0	0	1801111013
'11/01/2018 10:12:44'	24	'ACT:PROB'	143333,333	725	4620000	0	0	10	37	0	0	1801111013
'11/01/2018 10:12:44'	25	'ACT:PROB'	238571,429	646	7550000	0	0	9	39	0	0	1801111013
'11/01/2018 10:12:44'	26	'ACT:PROB'	193333,333	674	8560000	0	0	7	41	0	0	1801111013
'11/01/2018 10:12:44'	27	'ACT:PROB'	308095,238	653	10980000	0	0	10	43	0	0	1801111013
'11/01/2018 10:12:44'	28	'ACT:PROB'	538095,238	667	8950000	0	0	5	45	0	0	1801111013
'11/01/2018 10:12:44'	29	'ACT:PROB'	393333,333	656	11340000	0	0	7	47	0	0	1801111013
'11/01/2018 10:12:44'	30	'ACT:PROB'	200476,19	718	8060000	0	0	9	49	0	0	1801111013
'11/01/2018 10:12:44'	31	'ACT:PROB'	580476,19	669	7980000	0	0	4	51	0	0	1801111013
'11/01/2018 10:12:44'	32	'ACT:PROB'	550952,381	675	9600000	0	0	8	53	0	0	1801111013
